cid,mouse_vi,smiles
640052,320.0,CCOC(=O)C(C#N)=Cc1ccc2c(c1)OCO2
640429,24.5,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)[O-]
641313,100.0,CCOC(=O)C(C#N)=Cc1ccccc1Cl
642197,56.0,ClCC=CCCl
643757,180.0,O=C(O)C=C(CC(=O)O)C(=O)O
643975,589.0,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C
643976,365.0,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)O)c2cc1C
644019,50.0,C=C(C)C1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O
644073,24.0,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
644160,11300.0,O=CC(O)C(O)C(O)CO
652114,320.0,CCN(CC)C(=O)C1CCC(C)(C(=O)O)C1(C)C
656580,1500.0,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1
656583,109.0,CC12CCC3C(CCC45OC4C(O)=C(C#N)CC35C)C1CCC2O
656592,6.4,CCCCOc1ccc(C[N+]2(C)C3CCC2CC(OC(=O)C(CO)c2ccccc2)C3)cc1.[Br-]
656597,9.95,C[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.[Br-]
656602,11.0,C[N+]1(CCF)C2CCC1CC(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2.[Br-]
656604,990.0,CC(C)(S)C(=O)NC(CS)C(=O)O
656630,8.1,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O
656634,120.0,COc1cc(CC2NCCc3cc(O)c(O)cc32)cc(OC)c1OC.Cl
656642,8100.0,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CNCC(O)C(O)C(O)C(O)CO
656643,1010.0,COc1cc([N-]S(=O)(=O)c2ccc(N)cc2)ncn1.[Na+]
656644,3780.0,NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)[O-])C3SC2)cc1.[Na+]
656645,520.0,NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1.O=C(O)C(O)C(O)C(=O)O
656652,112.0,C[N+](C)(C)CCO.Cn1c2ncnc-2c([O-])n(C)c1=O
656655,2200.0,OC(CBr)C(O)C(O)C(O)CBr
656657,3100.0,C[N+](C)(C)CC(O)CC(=O)O.[Cl-]
656664,37.9,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2.Cl
656667,2.5,COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1.Cl
656673,1.0,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(OC)C(C)O5)C(OC(C)=O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(OC(C)=O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1
656783,21.2,CC(C)NCC(O)c1ccc(O)c(O)c1.Cl
656829,69.2,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1.Cl
656832,15.0,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C.Cl
656833,1530.0,O=C([O-])CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1.[Na+]
656837,210.0,NCC1OC(OC2C(N)CC(N)C(O)C2OC2OC(CO)C(O)C2O)C(N)C(O)C1O.O=S(=O)(O)O
656838,37.5,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl.Cl.O
656842,5200.0,CC1(C)SC2C(NC(=O)C(C(=O)[O-])c3ccsc3)C(=O)N2C1C(=O)[O-].[Na+].[Na+]
656862,59.0,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.O.O.O=S(=O)(O)O
656958,49.0,C=CC1(C)CC(OC(=O)CSCCN(CC)CC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O
657180,137.0,CC(=O)O.CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1
657201,6.3,CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C.[Br-]
657262,56.0,S=C(N=Nc1ccccc1)NNc1ccccc1
657272,650.0,C[N+](C)(C)CCOP(=O)([O-])OCC(O)CO
657297,30.8,C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12.O=[N+]([O-])[O-]
657302,98.0,O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1.[Na+]
657306,18.0,CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-]
657308,12.29,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.[Br-]
657348,0.31,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C.O=C(O)c1ccccc1O
657349,345.0,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O
657381,9.3,C[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.O=[N+]([O-])[O-]
661558,42.0,CN1CCC(OC(=O)C2c3ccccc3Oc3ccccc32)CC1
667431,295.0,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1
667467,36.0,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21
667477,26.0,CN(C)CCC=C1c2ccccc2COc2ccccc21
667484,29.5,CCOC(=O)c1cncn1C(C)c1ccccc1
667490,80.0,S=c1nc[nH]c2nc[nH]c12
667492,56.0,Cn1c(O)c(N=NC(N)=S)c2ccccc21
667496,79.0,OC1CCN2Cc3ccccc3N=C12
667798,56.0,O=C(COc1ccc(Cl)cc1Cl)Nc1nccs1
670971,22.0,CN1CC2CC(C1)c1cccc(=O)n1C2
671690,24.0,CN1C2CCC1CC(OC(=O)c1cc(Cl)cc(Cl)c1)C2
672296,32.0,O=[N+]([O-])C=Cc1ccc2c(c1)OCO2
673473,154.0,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
676166,1250.0,OCC1OC(n2cnc3c(=S)nc[nH]c32)C(O)C1O
679920,180.0,Cc1c(NC(=S)Nc2ccccc2)c(=O)n(-c2ccccc2)n1C
680914,180.0,O=c1c2ccccc2[nH]c(=S)n1-c1ccccc1
682139,56.0,O=C1NC(=S)NC(=O)C1=Cc1ccc2c(c1)OCO2
684551,320.0,CC(=O)N1CC(=O)NC1=S
688203,56.0,CCOC(=O)C(C#N)=C(C)c1ccccc1
688351,320.0,S=C(NCCN1CCOCC1)NC1CCCCC1
688566,25.0,O=C(OC1CN2CCC1CC2)C(O)(c1ccccc1)c1ccccc1
691098,75.0,O=C(C=Cc1ccccc1)N1CCOCC1
692277,56.0,S=c1[nH]nc2sc3ccccc3n12
693217,178.0,CCOc1nc(N)c(C#N)c(-c2ccccc2Cl)c1C#N
695479,8.0,O=C1C(=Cc2cccc3ccccc23)N2CCC1CC2
696310,56.0,CCOC(=O)C(C#N)=Cc1cccs1
701009,320.0,S=C(Nc1ccccc1)Nc1ccccn1
701011,56.0,O=C(NC(=S)Nc1ccc(Cl)cc1)c1ccccc1
702451,56.0,O=C(NC(=S)Nc1c(Cl)cccc1Cl)c1ccccc1
702572,100.0,S=C(Nc1ccccn1)Nc1ccccn1
707035,180.0,S=c1[nH]c2ccccc2[nH]1
712377,180.0,S=c1[nH]c2ccccc2o1
721803,180.0,S=C(Nc1ccccn1)NC1CCCCC1
722642,180.0,S=C(NCCN1CCOCC1)Nc1ccccc1
726363,178.0,Cc1ccc(S(=O)(=O)NC(=S)Nc2ccccc2)cc1
726366,180.0,O=S(=O)(NC(=S)Nc1ccccc1)c1ccccc1
727420,100.0,O=C1NC(=O)C(=CC=Cc2ccccc2)C(=O)N1
727451,18.0,COc1ccc(C=C2C(=O)NC(=S)NC2=O)cc1OC
728148,56.0,O=C(NC(=S)Nc1ccccc1)c1ccccc1
728718,32.0,O=C(C=Cc1ccccc1)N1CCCc2ccccc21
728729,316.0,CCOC(=O)C(C#N)=Cc1ccc(N(CC)CC)cc1
738546,180.0,O=C(NNC(=S)NC1CCCCC1)c1ccncc1
741654,320.0,Cc1c(NC(=S)N2CCOCC2)c(=O)n(-c2ccccc2)n1C
759149,320.0,CCOC(=O)c1cnc(=S)[nH]c1N
760860,56.0,O=C(N1CCOCC1)C1(c2ccccc2)CCCC1
776461,180.0,O=C(O)C=Cc1cccc(Br)c1
778763,56.0,O=C(N1CCCCC1)C1(c2ccccc2)CCCC1
827251,30.0,COC(=O)c1cccc(CCN2CCN(Cc3ccccc3)CC2)c1
828128,56.0,S=C(Nc1ccccc1)Nc1cccc2ccccc12
848468,117.0,COc1ccc(CCNc2nc3nc(C)c(C)nc3n2C)cc1OC
853637,320.0,COc1ccc(C=C(C#N)c2ccccc2)cc1OC
853760,180.0,Oc1cccc(NC(=S)Nc2ccccc2)c1
854026,0.63,CC=C1C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2
854306,56.0,CC(C)(C)NC(=O)Nc1cccc2ccccc12
882669,100.0,Cc1c(NC(=S)NC2CCCCC2)c(=O)n(-c2ccccc2)n1C
896574,24.0,CC(C)(C)C(=O)Nc1ccccc1NC(=O)C(C)(C)C
904580,165.0,Cc1nc2nc(NC(C)C)n(C)c2nc1C
906426,251.0,COC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)C
927709,12.46,CN1CCCCC1c1cccnc1
931990,24.0,N#CC(=Cc1ccc(F)cc1)C(N)=O
969491,10.5,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl
1013681,180.0,S=C(Nc1ccccc1)Nc1ccc(I)cc1
1069448,180.0,COc1ccc(-c2nc3sc(-c4ccc(OC)cc4)nc3s2)cc1
1201529,170.0,CC1(C)C2CC=C(C=O)C1C2
1201546,32.0,O=C1CSC(=S)N1
1201549,25.0,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2
1206905,32.0,COc1ccccc1C=C1SC(=S)NC1=O
1207357,56.0,O=C1NC(=S)SC1=Cc1cccnc1
1207359,18.0,O=C1NC(=S)SC1=Cc1ccc(F)cc1
1241132,56.0,O=C1NC(=S)SC1=Cc1cccs1
1241135,56.0,O=C1NC(=S)SC1=Cc1ccccn1
1241441,56.0,O=C1NC(=O)C(=Cc2ccccc2)S1
1241606,100.0,COc1ccc(C=C2SC(=S)NC2=O)cc1
1247123,30.0,O=C(NC1CCCCC1)N1CCN(C2CCCCC2)CC1
1268121,180.0,S=c1[nH]c(=S)[nH]c(=S)[nH]1
1268252,180.0,S=c1[nH]c(=S)c2[nH]cnc2[nH]1
1269467,56.0,O=C1NC(=O)C(=Cc2ccc(C=C3SC(=O)NC3=O)cc2)S1
1301809,180.0,O=C(NC1CCCCC1)C(=S)NC1CCCCC1
1377353,700.0,COc1cc(CN2CCN(c3ccccc3C)CC2)cc(OC)c1OC
1380731,112.0,CCOC(=S)Nc1ccccc1
1381461,56.0,O=C1NC(=S)SC1=Cc1ccncc1
1397155,180.0,CC1(C)NC(=S)C(C)(C)N1
1534284,180.0,CCOc1ccc(NC(=S)Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1
1547484,22.0,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1
1548760,56.0,COc1ccc(NC(=O)C2CCCCC2)c2ccccc12
1548943,0.4,COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O
1548992,130.0,CNC(=S)NCCSCc1nc[nH]c1C
1549008,393.0,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12
1549045,181.0,CC=Cc1ccc(OC)c(OC)c1
1549120,0.255,CC(=Cc1ccccc1)C=C1SC(=S)N(CC(=O)O)C1=O
1549591,180.0,C=CCNC(=S)Nc1ccccn1
1549719,180.0,COc1ccc(C=CC(=O)C=Cc2ccc(OC)cc2)cc1
1549745,56.0,C=CCNC(=S)Nc1ccccc1
1549760,180.0,CC(C)OCCCNC(=O)C=CC(=O)O
1550107,180.0,O=C1OC(c2ccccc2)=NC1=Cc1cccc(F)c1
1550109,100.0,O=C1OC(c2ccccc2)=NC1=Cc1ccc(F)cc1
1550266,56.0,N#CC(C#N)=CC=Cc1ccccc1[N+](=O)[O-]
1550874,150.0,O=C(C=Cc1ccccc1)NCCO
1550911,100.0,O=C(O)C(F)=Cc1ccccc1
1551119,180.0,CCN(CC)CCNC(=S)Nc1ccccc1
1551197,56.0,COc1cc(C=C(C#N)[N+](=O)[O-])ccc1O
1551239,250.0,COc1cccc(C(C)=C2SC(=S)NC2=O)c1
1551250,56.0,C=CCNC(=S)NN
1622360,180.0,CCCCCc1nnc(N)s1
1712094,56.0,CCOC=C1N=C(c2ccccc2)OC1=O
1809198,63.0,O=C(NCCCN1CCOCC1)Nc1ccc(Cl)cc1
1900564,56.0,C=CCNC(=S)Nc1ccccc1OC
1948411,178.0,N#CSCC(=O)N(c1ccccc1)c1ccccc1
1989019,61.0,NC(=S)N1CCN(Cc2ccccc2)CC1
2056429,56.0,S=c1[nH]c2ccc(Cl)cc2[nH]1
2143457,180.0,CCN(CC)CCCNC(=S)Nc1ccccc1
2197578,100.0,O=C(N1CCCCC1)C1(c2ccccc2)CCCCC1
2723599,178.0,Nc1cc(=O)[nH]c(=S)[nH]1.O
2723615,10.0,CC(=O)[CH-]C(C)=O.CC(=O)[CH-]C(C)=O.[Cu+2]
2723698,250.0,S=c1cccc[nH]1
2723754,5.6000000000000005,Cl.Nc1c2c(nc3ccccc13)CCCC2
2723789,13.0,NNC(N)=S
2723800,24.02,Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N.[Cl-]
2723802,180.0,S=c1nc[nH][nH]1
2723810,807.0,O=C[O-].[Na+]
2723889,178.0,S=c1cc[nH]cc1
2723923,410.0,O=C[O-].[NH4+]
2723939,56.0,CCN=C=NCCCN(C)C.Cl
2724018,101.0,CC(C)NCC(O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O
2724065,1530.0,Cc1ccc(N=Nc2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)c(C)c1.[Na+].[Na+]
2724127,220.0,Cl.NCc1ccccc1
2724368,3380.0,Nc1ccc(C(=O)[O-])c(O)c1.[Na+]
2724385,7.67,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
2733525,62.5,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
2733535,0.037,CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(C)=O
2735032,1.8,O=[N+]([O-])c1cc([N+](=O)[O-])c([N]N(c2ccccc2)c2ccccc2)c([N+](=O)[O-])c1
2735045,199.0,CCOC(=S)[S-].[K+]
2735122,95.0,O=C[O-].[K+]
2735329,56.0,Nc1nc(=S)ss1
2735459,56.0,O=S(=O)(Cl)c1cccc2nsnc12
2735473,178.0,NC(=S)NC(=O)c1ccccc1
2757790,180.0,S=c1[nH]ccn1-c1cccc(Cl)c1
2758202,56.0,OCCSc1ccc(Cl)cc1Cl
2771688,159.0,CC(N)c1cccnc1
2777982,56.0,NC(=S)C(N)=S
2778975,56.0,CC1(C)COC(=S)N1
2803132,56.0,O=C1NC(=S)NC(=O)C1=Cc1ccccn1
2827840,232.0,Cc1ccccc1NC(=O)CN1CCOCC1.Cl
2836084,320.0,CCOC(=O)C(C#N)=CN1CCCc2ccccc21
2838143,163.0,CCOC(=O)c1c(C)n(CC(O)CN2CCOCC2)c2cc(Br)c(OC)cc12.Cl
2839874,1200.0,COc1ccc(C2NC(=O)C(C)S2)cc1
2844922,89.0,Br.Brc1ccc(C2=CSC3=NCCN23)cc1
2848079,39.0,CCN(CC)CCOc1c(C)cc(C)cc1C
2850060,50.0,COc1cc2c(cc1OC)C(C)=NC(C)(C)C2.I
2853486,26.0,CC(C)CCC(C(N)=O)C1=NC(C)(C)Cc2ccccc21.Cl
2944840,38.0,CCN(CC)CC(=O)Nc1cccc(C)c1.Cl
2945775,97.0,CCN(CC)CC(=O)NCc1ccccc1.Cl
2945815,82.2,CCN(CC)CC(=O)Nc1cccc(OC)c1.Cl
2946042,72.10000000000001,CCN(CC)CC(=O)Nc1cccc([N+](=O)[O-])c1.Cl
2946364,69.5,CCN(CC)CC(=O)Nc1cccc(Br)c1.Cl
2959243,92.0,Cl.O=C(CN1CCCC1)NCc1ccccc1
2965198,58.0,Cl.O=C(OC1CN2CCC1CC2)C(CO)(c1ccccc1)c1ccccc1
2965222,220.0,COc1cc(C(=O)N2CCN(c3ccc4ccccc4n3)CC2)cc(OC)c1OC.Cl
2965239,54.0,Cl.Cn1c(=O)c2c(ncn2CC(=N)N2CCOCC2)n(C)c1=O
2965240,57.0,Cl.Cn1c(=O)c2c(ncn2CC(=N)N2CCCCC2)n(C)c1=O
2965244,49.0,Cl.Cn1c(=O)c2c(ncn2CCCC(=N)N2CCOCC2)n(C)c1=O
2986317,180.0,CCOC(=O)c1c(C)[nH]c2ccccc2c1=O
3000226,180.0,CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O
3000322,100.0,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
3000540,214.0,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1
3000706,0.18,CC1OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC1=O
3000715,70.0,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
3002119,430.0,CC(=C(CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N
3003791,180.0,C=CC(C)NC(=S)NNC(=S)NC
3004640,56.0,CSc1ccc(NC(=S)NN(C)C)cc1
3004641,75.0,CCN(CC)c1ccc(NC(=S)NN)cc1
3004644,56.0,CCOC(CN(C)C(=S)Nc1cccc2ccccc12)OCC
3004648,75.0,COC(CN(C)C(=S)Nc1cccc2ccccc12)OC
3004929,75.0,COC(=O)c1ccccc1NC(=S)NN(C)C
3005349,10.0,COc1ccc(NC(=S)Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1
3006141,56.0,CCC1COC(=S)N1
3008627,320.0,CCCCCCCCN1C(=O)CCNC1=S
3014205,215.0,Cc1cc(O)cc(O)c1Br
3014703,36.8,CCC(C)C(C(=O)OCC(C)N(CC)CC)c1ccccc1.Cl
3018568,97.5,CCOC(=O)Nc1c(F)cc(C(O)CNC(C)(C)C)cc1C#N.Cl
3021175,14000.0,CC(=O)N(C)c1c(I)c(C(=O)NCCOCCO)c(I)c(C(=O)NCCOCCO)c1I
3021272,285.0,Cl.Cl.O=C(CCN1CCCCC1)N1CCN(C(=O)CN2CCCCC2)CC1
3021338,8.9,COc1cc(OC)c(CCCc2ccc(O)cc2)c(OCCN2CCCCC2)c1
3021339,25.0,Cl.OC1(c2ccccc2)CCN(Cc2ccccc2)CC1
3021387,84.0,O=c1ccnc(SCc2ccccc2)n1-c1ccccc1C(F)(F)F
3021430,100.0,Nc1cc(Cl)cc(Cl)c1S(N)(=O)=O
3021585,110.0,Cc1c(Cl)c(O)c(C(N)=O)c(O)c1Cl
3021600,1020.0,NC(=O)Nc1cccc(B(O)O)c1
3021604,1200.0,O=C(O)c1c(O)cc(CO)cc1O
3021680,59.0,Cc1cc(COc2ccccc2OCC(O)CNC(C)C)on1.Cl
3021682,45.0,Cc1cc(COc2ccccc2OCC(O)CNC(C)C)no1.Cl
3021684,47.0,Cc1cc(COc2ccccc2OCC(O)CNC(C)(C)C)no1.Cl
3021728,160.0,CC1CC(=O)NN=C1c1ccc(-n2ccnc2)cc1.Cl
3021748,45.0,CNC1C2CCC(C2)C1(C)C
3021760,20.0,CCCCN1CCC(c2ccccc2)(c2ccccc2)CC1.Cl
3021767,25.0,CCC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1.Cl
3021833,1036.0,CC(=O)OCOC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1
3021895,65.0,Cc1ccc(Cc2cnc[nH]2)c(C)c1.Cl
3021897,34.0,CCc1ccccc1Cc1cnc[nH]1.Cl
3021899,27.0,Cc1cccc(C)c1Cc1nc[nH]c1C
3021900,65.0,Cl.Clc1ccccc1Cc1cnc[nH]1
3021966,100.0,O=C(O)c1c(O)cc(Cc2ccccc2)cc1O
3021983,200.0,CN(C)c1ccc(-c2cc(=O)c(C(=O)O)cn2-c2ccc(O)cc2)cc1
3021984,200.0,Cc1cc(O)ccc1-n1cc(C(=O)O)c(=O)cc1C1CCCCC1
3021996,45.0,Cc1ccc(Cc2cc(O)c(C(=O)O)c(O)c2)cc1
3022020,60.0,CCc1ccc(Cl)c(NC(=O)CCN(CC)CC)c1
3022024,70.0,CCc1ccc(Br)c(NC(=O)CCN(CC)CC)c1
3022045,11.607,N=C(N)c1ccc(S(=O)(=O)NC(Cc2ccccc2)C(=O)N2CCCCC2)cc1
3022064,1229.0,Br.BrC(CN1CCOCC1)c1ccccc1
3022071,130.0,COc1ccc(CN2CCNCC2)cc1OC.Cl.Cl
3022089,61.0,CCN(CC)CC(=O)Nc1cccc2c1CCCC2
3022098,90.0,CCc1cccc(NC(=O)CCN(CC)CC)c1
3022117,773.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-n3ccnc3)c(F)c21
3022123,34.800000000000004,CC(O)c1cc(Cl)ccc1Sc1ccccc1CN1CCN(C)CC1.Cl.Cl
3022125,34.6,CN1CCN(Cc2ccccc2Sc2ccccc2CO)CC1.Cl.Cl
3022126,40.0,CC(=O)c1cc(Cl)ccc1Sc1ccccc1C(=O)N1CCN(C)CC1.Cl
3022192,12.0,CC(c1ccccc1)N(CCN(C)C)c1ccccn1.Cl
3023131,34.0,CC1(C)C=C(C(=O)NCc2ccccc2)C(C)(C)N1.Cl
3023133,51.0,CN(Cc1ccccc1)C(=O)C1=CC(C)(C)NC1(C)C.Cl
3023135,63.0,CC1(C)C=C(C(=O)NC(c2ccccc2)c2ccccc2)C(C)(C)N1.Cl
3023137,6.0,Cc1cccc(C)c1NC(=O)C1=CC(C)(C)NC1(C)C.Cl
3024375,80.0,CC(CN1c2ccccc2Sc2ccccc21)N1CCN(C)CC1
3024399,27.5,CC(c1ccc(Br)cc1)N(CCN(C)C)c1ccccn1.Cl
3024402,26.5,CC(c1ccc(Cl)cc1)N(CCN(C)C)c1ccccn1.Cl
3024404,41.0,CCOC1(c2ccco2)CCN(CCc2ccccc2)CC1C
3024458,40.0,CC1CCCC(C)[N+]1(C)CCCO.[I-]
3024463,21.2,Cl.c1ccc(C(CCN2CCCCC2)C2CCCCC2)cc1
3024512,36.0,Cl.OCC1(c2ccccc2)CCN(CC(c2ccccc2)c2ccccc2)CC1
3024520,26.0,CCN(CC)CC(=O)NCc1cc(N)ccc1OCCc1ccccc1.Cl.Cl
3024522,19.0,CCN(CC)CCOc1c(Br)cc(N)cc1OC.Cl
3024524,57.97,Cl.Fc1ccc(C(OCCN2CCCC2)c2ccc(F)cc2)cc1
3024525,28.5,Cl.Fc1ccc(C(OCCN2CCCC2)c2ccc(Br)cc2)cc1
3024531,42.6,CC(OCCN1CCCC1)(c1ccc(F)cc1)c1ccc(F)cc1.Cl
3024565,27.0,CCN(CC)CCOc1c(Cl)cc(N)cc1OC.Cl
3024718,100.0,CCCCCCCCCCCCCCCC(=O)NS(=O)(=O)c1ccc(OCC)c2ncccc12
3024775,12.0,CCOc1cc(N)cc(Cl)c1OCCN(CC)CC.Cl
3024777,60.0,Cl.O=C1c2ccccc2C(=O)N1CCc1ccccn1
3024851,105.0,O=C(O)c1c(O)c(Br)c(Cc2ccccc2)c(Br)c1O
3024854,75.0,Br.Cc1ccc(C2=CCNC2)cc1
3024856,50.0,Br.COc1cccc(C2=CCNC2)c1
3024862,99.0,CC1CCCC(C)N1C(=O)CCN1CCCCC1.Cl
3024900,130.0,CCN(CC)CCNC(=O)COc1ccc(Cl)cc1C
3024906,78.0,Cl.NN(CCc1ccccc1)Cc1ccccc1
3024940,4.581,CCCOc1cc(N)cc(Br)c1OCCN(CC)CC.Cl.Cl
3024942,6.504,CCOc1cc(N)cc(Cl)c1OCCCN(CC)CC.Cl
3024951,200.0,COc1cc(OC)c(S(=O)(=O)N2CCNCC2)cc1OC
3025093,26.0,Clc1ccc(C(OCCN2CCCC2)c2ccccc2)cc1
3025094,38.0,CCN1CCC(OC(c2ccccc2)c2ccc(Cl)cc2)C1.Cl
3025096,150.0,c1ccc(OCc2ccc(CCCN3CCNCC3)cc2)cc1
3025100,100.0,c1cncc(CSC2CCCCC2)c1
3025101,75.0,CCN(CC)CCOCc1cccnc1
3025102,50.0,CCN(CC)CCSCc1cccnc1
3025103,25.0,CCN(CC)C(C)COCc1cccnc1
3025104,50.0,CCN(CC)C(C)CSCc1cccnc1
3025105,250.0,CN(C)CCOCc1cccnc1
3025106,75.0,CN(C)CCSCc1cccnc1
3025107,100.0,CC(COCc1cccnc1)N(C)C
3025108,75.0,CC(CSCc1cccnc1)N(C)C
3025109,100.0,CCSCc1cccnc1
3025111,75.0,CCCCCSCc1cccnc1
3025112,100.0,CCCSCc1cccnc1
3025113,22.0,Br.C1=CCN(C2(c3ccccc3)CCCCC2)CC1
3025115,35.0,Br.c1ccc(C2(N3CCCCC3)CCCCCC2)cc1
3025133,6.0,C[N+]1(C)CCCC(COC(c2ccccc2)c2ccccc2)C1.[Br-]
3025135,13.0,C[N+]1(C)CCC(CO)CC1.[I-]
3025137,9.3,C[N+]1(CCOCC(c2ccccc2)c2ccccc2)CCCCC1.[I-]
3025143,100.0,c1ccc(CSCc2cccnc2)cc1
3025144,75.0,CCCCSCc1cccnc1
3025151,44.0,CCCCN(CCCC)CCOc1ccnc(N)n1
3025152,174.0,CCN(CC)CCOc1ccnc(N)n1
3025153,72.0,CC(C)CN(CCOc1ccnc(N)n1)CC(C)C
3025154,252.0,CN(C)CCOc1ccnc(N)n1
3025171,45.0,CC1CN(CCCc2ccc(COc3ccccc3)cc2)C(C)CN1
3025176,15.0,CCCN1CCC(OC(c2ccccc2)c2ccccc2)C1
3025177,36.0,c1ccc(OCc2ccc(CCCN3CCCC3)cc2)cc1
3025178,74.0,CCN1CCN(CCN2c3ccccc3Sc3ccccc32)CC1
3025226,56.0,CS(=O)(=O)NC1CCC(CC2CCCCC2)CC1
